Keyword,Area,Universitas Terdekat,Nama,Alamat,Rating,Telepon,Website,Link,Latitude,Longitude
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Teh Renny,gang baba tata,3.6,,,https://www.google.com/maps/search/?api=1&query=Kost%20Teh%20Renny&query_place_id=ChIJ4YbfiZjoaC4ReFSwVdIYnxo,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Situsari Wetan 37A,Jl. Situsari Wetan No.37a,4.8,,,https://www.google.com/maps/search/?api=1&query=Kost%20Situsari%20Wetan%2037A&query_place_id=ChIJOS4bVADpaC4RrZQUS84Sv9g,,
kos Cisitu Bandung,Cisitu,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost Obi,Jl. Cisitu Indah 2 No.6,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Obi&query_place_id=ChIJ2Snk93PnaC4RsFlW0GLAKSY,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost kost putri,,5,+62 838-4031-3374,,https://www.google.com/maps/search/?api=1&query=Kost%20kost%20putri&query_place_id=ChIJDzhDhJLnaC4RWJBdneMlcNs,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Dapur Enak Sagalarasa,Gg. Senang Hati I No.2,4.8,,,https://www.google.com/maps/search/?api=1&query=Dapur%20Enak%20Sagalarasa&query_place_id=ChIJgdEw1YjnaC4RNT_wQq2JT3c,,
kos Tamansari Bandung,Tamansari,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost-an Asterina,"Jl. Tamansari Bawah Gg. Aster No.99/59, RT.07/RW.20",,+62 813-2131-1055,,https://www.google.com/maps/search/?api=1&query=Kost-an%20Asterina&query_place_id=ChIJ0_sw3tPnaC4R2Qw02PVfZyw,,
kos Bandung Tengah Bandung,Bandung Tengah,Lainnya / Umum,Kost Megumi,Jl. Wartawan IV No.31a,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Megumi&query_place_id=ChIJ7bRZbwDpaC4RMiwdMfiYQeg,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Raflesia,Jl. Sekelimus XII No.9,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Raflesia&query_place_id=ChIJF25ocVzpaC4R_lYpr02ztes,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Winarta,"Jl. Papanggungan No.15A, RW.09",5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Winarta&query_place_id=ChIJu0XTskvpaC4RpNaSoqSStSs,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost kurdi,Jl. H. Kurdi 1 No.30,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20kurdi&query_place_id=ChIJDZA3ZADpaC4RVZwEvitCVWE,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Bu Ella Paledang,"3JF8+J9J, Gg. Sacawireja",5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bu%20Ella%20Paledang&query_place_id=ChIJcdzV-ZHnaC4RExEm9qGjqzI,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Eksklusif,Jl. Jati Jl. Manisi,4.2,,,https://www.google.com/maps/search/?api=1&query=Kost%20Eksklusif&query_place_id=ChIJtXsE5yvDaC4RixOsLnK7L7o,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan Putra Putri Baik-Baik Ibu Asih,"Jl. Baranang Siang No.77 34 A, RT.01 RW06",4.3,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Putra%20Putri%20Baik-Baik%20Ibu%20Asih&query_place_id=ChIJW_ogMrfnaC4RvZAQRI0NVy4,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan,Jl. Saad No.32,5,,,https://www.google.com/maps/search/?api=1&query=Kosan&query_place_id=ChIJwxPZuuXnaC4RWvwfMp6MBaY,,
kos Dago / Dipatiukur Bandung,Dago / Dipatiukur,ITB Ganesha / UNPAD Dipatiukur / UNIKOM,Kost putra bangbayang 18,Jl. Dago Timur No.18,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20putra%20bangbayang%2018&query_place_id=ChIJGRJ1DgDnaC4RzcuA4OcvPSA,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,PONDOK IRAWATI (Kamar Kost Khusus Putri),Jl. Graha,5,,,https://www.google.com/maps/search/?api=1&query=PONDOK%20IRAWATI%20(Kamar%20Kost%20Khusus%20Putri)&query_place_id=ChIJvT1nRo3DaC4RXDrdTNadAgc,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Aileen,Jl. Sawah Kurung I No.31,4.8,,,https://www.google.com/maps/search/?api=1&query=Kost%20Aileen&query_place_id=ChIJObSy1X3paC4RhkcKMb-JMwI,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan mutiara,Jl. Mutiara I No.35,4.5,,,https://www.google.com/maps/search/?api=1&query=Kosan%20mutiara&query_place_id=ChIJuVfuegrpaC4RUguE61Ibv_M,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Djoko Cukang Jati,Jl. Cukang Jati No.8/116,4.5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Djoko%20Cukang%20Jati&query_place_id=ChIJuzqwaDnnaC4R_hJcr0-qlUE,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost 33,Jl. Kebun Binatang No.33,4.5,,,https://www.google.com/maps/search/?api=1&query=Kost%2033&query_place_id=ChIJsekDO-7naC4RvKmPDNO4_xA,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos kosan putra,"3J8V+JP7, Gg. H. Kasim",3.7,,,https://www.google.com/maps/search/?api=1&query=Kos%20kosan%20putra&query_place_id=ChIJlempdbDpaC4RSzoiUGh7Zz8,,
kos Antapani Bandung,Antapani,Lainnya / Umum,Kost Putri - Kost Hijau Bapak Sidik (BUKAN SUBANG 36),"Jalan Purwakarta 9. 34, BUKAN SUBANG No.36",4.5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20-%20Kost%20Hijau%20Bapak%20Sidik%20(BUKAN%20SUBANG%2036)&query_place_id=ChIJe05t7-7naC4Rxv0FF7SvujA,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri TW,3PC8+VH2,4.3,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20TW&query_place_id=ChIJWZ4bdSrDaC4RJ-6OanS9arM,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,KOS TAMIM,"Jl. Pelajar Pejuang 45 Jl. Sukaresik II No.32/106, RT.007/RW.008",,+62 811-2274-050,,https://www.google.com/maps/search/?api=1&query=KOS%20TAMIM&query_place_id=ChIJ1XnQIgDpaC4Rcn6F0VnMvMg,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri Amalia,"Gg. Sastradinata No.131 A, RT.003/RW.006",4.8,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Amalia&query_place_id=ChIJ728WOVjDaC4RtelkQcVAkX8,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Waas II 89C,Jl. Waas II No.89c,3.6,,,https://www.google.com/maps/search/?api=1&query=Kost%20Waas%20II%2089C&query_place_id=ChIJMV-xB6fpaC4Rst9f44lF0U0,,
kos Bandung Tengah Bandung,Bandung Tengah,Lainnya / Umum,Putra Muslim,Jl. Wartawan 2 No.2,4.7,,,https://www.google.com/maps/search/?api=1&query=Putra%20Muslim&query_place_id=ChIJnUdexmvpaC4R_xqmvKy5WhY,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kostan denki 8,Jl. Denki No.8,3.3,,,https://www.google.com/maps/search/?api=1&query=Kostan%20denki%208&query_place_id=ChIJNb1M9SnpaC4R_wb__8wwnuw,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan Pak Dede,"3J5W+6FV, Jl. Sekejati 3",1,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Pak%20Dede&query_place_id=ChIJdU3_KF3paC4R25PqYhaGAU0,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,KOS DUA PUTRI RCB,2MX6+9XF,,+62 881-0231-29940,,https://www.google.com/maps/search/?api=1&query=KOS%20DUA%20PUTRI%20RCB&query_place_id=ChIJaa5APwDpaC4RGd4WGRHGpv4,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Putri C1/10,3P68+47W,4,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20C1%2F10&query_place_id=ChIJ-cnZWn_DaC4RX6M0ep6vVJs,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Mutiara Kost,Jl. Sukarsah No.3,3.5,,,https://www.google.com/maps/search/?api=1&query=Mutiara%20Kost&query_place_id=ChIJ-yzrBADpaC4RGbxhEE96iHQ,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,KOST AWI (kost khusus putri),,4.8,,https://bit.ly/kost-awi,https://www.google.com/maps/search/?api=1&query=KOST%20AWI%20(kost%20khusus%20putri)&query_place_id=ChIJzQugPaXDaC4R5BalXq4-t9o,,
kos Buah Batu Bandung,Buah Batu,Telkom University / ISBI,Kosan Aska buah batu,Jl. Buah Batu No.271,4.8,,,https://www.google.com/maps/search/?api=1&query=Kosan%20Aska%20buah%20batu&query_place_id=ChIJs5-LKcHpaC4R1bGjFrWy6-U,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kosan 54,Jl. Ancol Utara I No.54,5,,,https://www.google.com/maps/search/?api=1&query=Kosan%2054&query_place_id=ChIJx-jBafnpaC4RQQERqEQOmvk,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,KOS PUTRI EKSLUSIF NO56,Jl. Permai III No.a56,,+62 851-8220-6960,,https://www.google.com/maps/search/?api=1&query=KOS%20PUTRI%20EKSLUSIF%20NO56&query_place_id=ChIJO82no9HDaC4R6Lw_pbr5BrY,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Dewi Sri,Jl. Dewi Sri No.20,4,,,https://www.google.com/maps/search/?api=1&query=Kost%20Dewi%20Sri&query_place_id=ChIJO22LFYToaC4RPwVq7GKDvZU,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,kost cun-cun,Gg. Pamarset No.66/22B,5,,,https://www.google.com/maps/search/?api=1&query=kost%20cun-cun&query_place_id=ChIJ73iXTgDnaC4R7rd9MaINWYg,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost salsabila,Gg. Leghorn No.143,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20salsabila&query_place_id=ChIJDV8AseTnaC4RENgK89OtBn8,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Kuya,3M42+PR2,4.4,,,https://www.google.com/maps/search/?api=1&query=Kost%20Kuya&query_place_id=ChIJbZWoW9_paC4RC-cEKC-GHgI,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Batu api,"3J3P+94G, Jl. Batu Api I No.3",4.4,,,https://www.google.com/maps/search/?api=1&query=Kost%20Batu%20api&query_place_id=ChIJf-G_9CHpaC4RLJO9a_TOKiY,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Ungu,,5,+62 812-9200-1324,,https://www.google.com/maps/search/?api=1&query=Kos%20Ungu&query_place_id=ChIJG-IoqQjpaC4RKOamATOjNf0,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Adam/Ryuga,Jl. Karapitan blk No.89,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Adam%2FRyuga&query_place_id=ChIJD9vMMNrpaC4R0FLLS8CNB18,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost bu rini,,4.6,+62 896-8657-5979,,https://www.google.com/maps/search/?api=1&query=Kost%20bu%20rini&query_place_id=ChIJV88APqbpaC4RRWiAmQeVGG8,,
kos Cibiru / Panyileukan Bandung,Cibiru / Panyileukan,UIN Sunan Gunung Djati,Detira Rumah Kost Putri,"Komp. Bumi Panyileukan No.13 Blok C 22, RT.03/RW.03",4.7,,,https://www.google.com/maps/search/?api=1&query=Detira%20Rumah%20Kost%20Putri&query_place_id=ChIJgz-rCXDDaC4RUZfw8qYjpO4,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Putri gg Darussalam,3P56+4P4,5,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20gg%20Darussalam&query_place_id=ChIJ77CdawDDaC4R7HHZSCemxbY,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost,"Jln.taman sari bawah Rt.03 Rw.20 No.34/59, atau No.37/59",3.5,,,https://www.google.com/maps/search/?api=1&query=Kost&query_place_id=ChIJuemHoqrnaC4R4jS2hFCVMGs,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Bu Yani,4J45+54M,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Bu%20Yani&query_place_id=ChIJWbzvUbbnaC4RhNqFD7i4Llk,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Baper Pak Nunu,2JRX+M5P,5,,,https://www.google.com/maps/search/?api=1&query=Kost%20Baper%20Pak%20Nunu&query_place_id=ChIJ73bTel3paC4RahTruLJwmBw,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Mafyas kost,Jl. Haremis I No.3,,+62 853-2115-1617,,https://www.google.com/maps/search/?api=1&query=Mafyas%20kost&query_place_id=ChIJ4VG_-aPpaC4R-nMlWWRaPEk,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Anugerah,Gg. 1 No.28A 153A,4.7,,,https://www.google.com/maps/search/?api=1&query=Kost%20Anugerah&query_place_id=ChIJu8mxO0fnaC4RMpQHlFVAl9w,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kos Putri/ Pasutri Pak RW,Jl. Sindangsari 4 No.56,4.7,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%2F%20Pasutri%20Pak%20RW&query_place_id=ChIJ1ZcaQADdaC4RQqJHdvf-ito,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost Singgahsini Mekar House Bojongloa Kidul Bandung,,2.9,+62 838-2953-4383,,https://www.google.com/maps/search/?api=1&query=Kost%20Singgahsini%20Mekar%20House%20Bojongloa%20Kidul%20Bandung&query_place_id=ChIJ033U3PfpaC4Rd0hxyboyFuI,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kostan bu.sapri,Jl. Gumuruh No.107,4.9,,,https://www.google.com/maps/search/?api=1&query=Kostan%20bu.sapri&query_place_id=ChIJTyNZAwnpaC4Rf5ERB9zG1dM,,
kos Bandung Selatan / Timur Bandung,Bandung Selatan / Timur,Lainnya / Umum,Kos Soekarno Hatta 52,,5,+62 899-9030-364,,https://www.google.com/maps/search/?api=1&query=Kos%20Soekarno%20Hatta%2052&query_place_id=ChIJA0BWZ7TpaC4RB6O0Xxqu0Ic,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kostan Putra Rumah Hijau,Jl. Suryalaya VI No.10,,+62 812-2434-5737,,https://www.google.com/maps/search/?api=1&query=Kostan%20Putra%20Rumah%20Hijau&query_place_id=ChIJE5nhkDjpaC4RXUw4SZLYiS4,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Rumah Kost Pelangi,,4.9,+62 821-1712-5586,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%20Pelangi&query_place_id=ChIJuXpEeNfCaC4RU4r9mBMFvmY,,
kos murah Bandung,Bandung (Lainnya),Lainnya / Umum,Kost elite,Jl. Batununggal Indah Raya No.263,4.5,,,https://www.google.com/maps/search/?api=1&query=Kost%20elite&query_place_id=ChIJFbFm4sbpaC4RjYYETscq4Mw,,
kos dekat UPI Bandung,Gegerkalong,UPI Setiabudi,Alhuda Kost / Kos / Kosan UPI Bandung,"Jl. Cilimus No.20, RT.07/RW.06, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0813-2223-2511,,https://www.google.com/maps/place/Alhuda+Kost+%2F+Kos+%2F+Kosan+UPI+Bandung/data=!4m7!3m6!1s0x2e68e6ba234d355f:0x8cc0f4d40dd7602!8m2!3d-6.8586077!4d107.5910725!16s%2Fg%2F11b6gn3qsb!19sChIJXzVNI7rmaC4RAnbdQE0PzAg?authuser=0&hl=id&rclk=1,,
kos dekat UPI Bandung,Gegerkalong,UPI Setiabudi,Kost Bale Asri Setiabudi Bandung,"Gg. Puradinata Jl. Dr. Setiabudi No.11/174B, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0821-9000-8209,,https://www.google.com/maps/place/Kost+Bale+Asri+Setiabudi+Bandung/data=!4m7!3m6!1s0x2e68e695925b4e0f:0xfea8e9ed15dee269!8m2!3d-6.8678992!4d107.5931122!16s%2Fg%2F11dz0_78n6!19sChIJD05bkpXmaC4RaeLeFe3pqP4?authuser=0&hl=id&rclk=1,,
kos dekat UPI Bandung,Gegerkalong,UPI Setiabudi,Kost Pelangi,"Jalan Negla Hilir No. 2/171A RT. 01/05 Isola Sukasari, Isola, Bandung, Kota Bandung, Jawa Barat 40154",,0812-2110-7007,,https://www.google.com/maps/place/Kost+Pelangi/data=!4m7!3m6!1s0x2e68e6b99944f7b7:0x43bd8ef99be321c5!8m2!3d-6.8590431!4d107.5930102!16s%2Fg%2F11cn948x1m!19sChIJt_dEmbnmaC4RxSHjm_mOvUM?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kosan Ibu Dona,"Jl. Dr. Setiabudi No.14/174b, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40141",,0813-1229-7585,,https://www.google.com/maps/place/Kosan+Ibu+Dona/data=!4m7!3m6!1s0x2e68e7c69a8fe2f9:0xad24cf3430cf6e97!8m2!3d-6.8677737!4d107.593299!16s%2Fg%2F11rkfj5ly2!19sChIJ-eKPmsbnaC4Rl27PMDTPJK0?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Family Kost Abah,"Jl. Dr. Setiabudi No.141b, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0822-1667-0501,,https://www.google.com/maps/place/Family+Kost+Abah/data=!4m7!3m6!1s0x2e68e774e7036c33:0xdcb3564852d392e9!8m2!3d-6.8700329!4d107.5932672!16s%2Fg%2F11v6wnfcy9!19sChIJM2wD53TnaC4R6ZLTUkhWs9w?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Kost Setiabudi 10,"Jl. Dr. Setiabudi No.10, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40131",,0878-7854-0999,,https://www.google.com/maps/place/Kost+Setiabudi+10/data=!4m7!3m6!1s0x2e68e70079875e61:0xd942615d8aca0384!8m2!3d-6.8838006!4d107.6041345!16s%2Fg%2F11y3wg9wnz!19sChIJYV6HeQDnaC4RhAPKil1hQtk?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost Pak H Atit 354,"Jl. Dr. Setiabudi No.174 B, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0811-2233-304,,https://www.google.com/maps/place/Kost+Pak+H+Atit+354/data=!4m7!3m6!1s0x2e68e757170e4ecd:0x9cdaaca331d52302!8m2!3d-6.8678244!4d107.5928898!16s%2Fg%2F11t5xtc90t!19sChIJzU4OF1fnaC4RAiPVMaOs2pw?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kosan BL1 - 11A,"Jl. Budi Luhur I, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0815-9000-041,,https://www.google.com/maps/place/Kosan+BL1+-+11A/data=!4m7!3m6!1s0x2e68e69409ea394f:0x2aa98a8b22e189ea!8m2!3d-6.8724946!4d107.5932226!16s%2Fg%2F11b6g9hbc4!19sChIJTznqCZTmaC4R6onhIouKqSo?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Ruang Kagum Co-Living | Kost Exclusive Setiabudi Bandung,"Jl. Negla Tengah No.26B, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0819-9000-9771,,https://www.google.com/maps/place/Ruang+Kagum+Co-Living+%7C+Kost+Exclusive+Setiabudi+Bandung/data=!4m7!3m6!1s0x2e68e7b48daddd59:0x4f139e47216b5774!8m2!3d-6.8548506!4d107.5928644!16s%2Fg%2F11zk42ghxy!19sChIJWd2tjbTnaC4RdFdrIUeeE08?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,KOST 22 LEDENG SETIABUDI,"Jl. Dr. Setiabudi No.284, Ledeng, Kec. Cidadap, Kota Bandung, Jawa Barat 40154",,0899-7845-984,,https://www.google.com/maps/place/KOST+22+LEDENG+SETIABUDI/data=!4m7!3m6!1s0x2e68e7773f5f2441:0x449eb709e7eb7c26!8m2!3d-6.8596467!4d107.5949306!16s%2Fg%2F11l25yglqf!19sChIJQSRfP3fnaC4RJnzr5wm3nkQ?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Dewi's kost,"Jl. Geger Arum Baru No.161B, RT.07/RW.01, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",,0812-7109-7365,,https://www.google.com/maps/place/Dewi%27s+kost/data=!4m7!3m6!1s0x2e68e7c96b30d5b9:0xc4937fa11f9ab224!8m2!3d-6.8597595!4d107.5865847!16s%2Fg%2F11h5578jxq!19sChIJudUwa8nnaC4RJLKaH6F_k8Q?authuser=0&hl=id&rclk=1,,
kos dekat UPI Bandung,Setiabudi,UPI Setiabudi,"Kost Wisma Nuri, Bandung","Jl. Cipaku Indah II No.36, RT.01/RW.02, Ledeng, Kec. Cidadap, Kota Bandung, Jawa Barat 40143",,0851-5535-3739,,"https://www.google.com/maps/place/Kost+Wisma+Nuri,+Bandung/data=!4m7!3m6!1s0x2e68e70e16c016f9:0xb3b8fcfd34cbdd1d!8m2!3d-6.8614523!4d107.5966781!16s%2Fg%2F11h4lkg8sq!19sChIJ-RbAFg7naC4RHd3LNP38uLM?authuser=0&hl=id&rclk=1",,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost BL4,"Jl. Budi Luhur No.4, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,(022) 6079383,,https://www.google.com/maps/place/Kost+BL4/data=!4m7!3m6!1s0x2e68e6941347d921:0xa3a2b234de8d9d95!8m2!3d-6.8713008!4d107.5933619!16s%2Fg%2F11b6glzlsd!19sChIJIdlHE5TmaC4RlZ2N3jSyoqM?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Wisma Panorama Setiabudi,"Jl. Kapten Abdul Hamid No.56 Blk B No, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",,(022) 86121829,,https://www.google.com/maps/place/Wisma+Panorama+Setiabudi/data=!4m10!3m9!1s0x2e68e6bfbf2e1913:0x480905a612b102c6!5m2!4m1!1i2!8m2!3d-6.8655841!4d107.5960133!16s%2Fg%2F11cky6zcy2!19sChIJExkuv7_maC4RxgKxEqYFCUg?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Adma Living Setiabudhi Co-Living,"Jl. Gegerkalong Girang No.140, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0813-8277-8983,,https://www.google.com/maps/place/Adma+Living+Setiabudhi+Co-Living/data=!4m7!3m6!1s0x2e68e71e5853ae4d:0xcb64012b62918ad0!8m2!3d-6.8621414!4d107.5847413!16s%2Fg%2F11hr1gwx10!19sChIJTa5TWB7naC4R0IqRYisBZMs?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,BERKAH KOST,"Gg. H. Ridho I No.49a, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0857-2215-0111,,https://www.google.com/maps/place/BERKAH+KOST/data=!4m7!3m6!1s0x2e68e7349316bf1f:0x9a2ec975902201d8!8m2!3d-6.8675073!4d107.5924917!16s%2Fg%2F11q49w_9rx!19sChIJH78WkzTnaC4R2AEikHXJLpo?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kosan Budi Asri,"Jl. Dr. Setiabudi Gg. Puradinata, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0822-1672-4828,,https://www.google.com/maps/place/Kosan+Budi+Asri/data=!4m7!3m6!1s0x2e68e7e0e3a219a7:0x17a7b78876482dd3!8m2!3d-6.8679067!4d107.5931897!16s%2Fg%2F11t7h95kfl!19sChIJpxmi4-DnaC4R0y1Idoi3pxc?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,KOST RATNO,"Jl. Dr. Setiabudi No.143, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0812-2445-617,,https://www.google.com/maps/place/KOST+RATNO/data=!4m7!3m6!1s0x2e68e694358b70a7:0xce82ba387de7da24!8m2!3d-6.8699458!4d107.5933531!16s%2Fg%2F11hd253yf3!19sChIJp3CLNZTmaC4RJNrnfTi6gs4?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Gegerkalong,UPI Setiabudi / POLBAN,KOST mas EKO,"Jl. Dr. Setiabudi No.165c, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0822-1510-0944,,https://www.google.com/maps/place/KOST+mas+EKO/data=!4m7!3m6!1s0x2e68e723c5377755:0x557b28e9900cccb9!8m2!3d-6.8687547!4d107.5926864!16s%2Fg%2F11h0b_vhgj!19sChIJVXc3xSPnaC4RucwMkOkoe1U?authuser=0&hl=id&rclk=1,,
kos Setiabudi Bandung,Setiabudi,UPI Setiabudi / POLBAN,Kost Setiabudi 3B,"Jl. Dr. Setiabudi No.3B, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40131",,0812-1839-6009,,https://www.google.com/maps/place/Kost+Setiabudi+3B/data=!4m7!3m6!1s0x2e68e7ec07ef68fb:0xd26f5544804693b4!8m2!3d-6.8845539!4d107.604058!16s%2Fg%2F11hdxnq7k1!19sChIJ-2jvB-znaC4RtJNGgERVb9I?authuser=0&hl=id&rclk=1,,
kos Gegerkalong Bandung,Gegerkalong,UPI Setiabudi / POLBAN,Kost Pondok Asri 50A,"Gg. H. Ridho No.50A, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",,0812-2115-822,,https://www.google.com/maps/place/Kost+Pondok+Asri+50A/data=!4m7!3m6!1s0x2e68e7aadb0d2f81:0x5f9ef34c1b4b6830!8m2!3d-6.8672358!4d107.5929219!16s%2Fg%2F11kk437wyl!19sChIJgS8N26rnaC4RMGhLG0zznl8?authuser=0&hl=id&rclk=1,,
