title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,url,categoryName,
Kosan pak Riki pa/pi - Mamapura,4.7,15,Jl. Jurang Gg. Mama Pura No.682/181,Bandung City,West Java,ID,,+62 812-9227-711,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20pak%20Riki%20pa%2Fpi%20-%20Mamapura&query_place_id=ChIJhToVqALnaC4RHQ5x-tQr4Fo,Boarding house,
Rumah Kost - Graha Sejahtera (Hubungi no. Hp dibawah, no HP selain itu penipuan),4.3,31,Jl. Sejahtera No.9A,Bandung City,West Java,ID,,+62 813-9494-9216,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%20-%20Graha%20Sejahtera%20(Hubungi%20no.%20Hp%20dibawah%2C%20no%20HP%20selain%20itu%20penipuan)&query_place_id=ChIJv5Q3LVzmaC4R1IvkmGKzdis,Boarding house
Nanino Kost,5,2,Jl. Bangbayang No.27B,Bandung City,West Java,ID,,+62 812-2588-9269,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Nanino%20Kost&query_place_id=ChIJCbxFlKznaC4ReiyX_nMB55k,Boarding house,
STARCO KOST,4.7,33,Jl. Cisitu Indah V No.8,Bandung City,West Java,ID,,,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=STARCO%20KOST&query_place_id=ChIJ05B42-TmaC4R4lYcY4AC5WY,Guest house,
Rent house,4.8,6,"No. 19, Jalan Muararajeun lama III, RT.07/RW.05",Bandung City,West Java,ID,,+62 812-2293-229,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Rent%20house&query_place_id=ChIJB9LXYMLnaC4RFTqk_nJ1lrA,Extended stay hotel,
Kost Pondok 9,4.9,10,belakang Jl. Dagopojok No.44,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pondok%209&query_place_id=ChIJrb2paC_naC4RUhfRQzmQAIM,Boarding house,
Kost Alima,4.3,7,"V No. 61A, Jl. Tubagus Ismail",Bandung City,West Java,ID,,,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Alima&query_place_id=ChIJa2Fg8P7maC4Rl5p_XnAc7HI,Hotel,
ITB Career Center,4.1,43,GKU Timur ITB Jl. Ganesha No.10 Building Ground Floor,Bandung City,West Java,ID,https://karir.itb.ac.id/,+62 22 2509162,Student career counseling office,Academic department,,,,,,https://www.google.com/maps/search/?api=1&query=ITB%20Career%20Center&query_place_id=ChIJwV1bplDmaC4RfObKU7PQVto,Student career counseling office,
KOST MAHASISWA UNPAR,5,3,Jl. Menjangan Masuk Komplek PU No.5,Bandung City,West Java,ID,https://mamikos.com/room/kost-bandung-kost-campur-eksklusif-kost-jalan-menjangan-cidadap-bandung-1,+62 811-8119-595,Student dormitory,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20MAHASISWA%20UNPAR&query_place_id=ChIJXW76zprnaC4RopI1Q3UU-sw,Student dormitory,
KOST ANAK ITB PUTRI,5,1,"4J96+FWH, Gg. Cisitu Lama III",Bandung City,West Java,ID,,,Housing society,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20ANAK%20ITB%20PUTRI&query_place_id=ChIJ7y-nkPjnaC4RabJxXGihfBE,Housing society,
KOST PUTRI 122 B,4.3,3,"Gg. Cisitu Lama IV No.122 B/ 154 C, RT.02/RW.10",Bandung City,West Java,ID,,+62 812-2290-0399,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRI%20122%20B&query_place_id=ChIJf1El4XjnaC4Re5rcMUv9aF4,Lodge,
Kost Ibu Cicih,4.9,9,"Jl. Dr. Setiabudi No.35, RT.02/RW.03",Bandung City,West Java,ID,,+62 821-6540-1901,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu%20Cicih&query_place_id=ChIJKzBkrn_naC4RWpATu2umdeg,Extended stay hotel,
Kost Letter U,4.3,16,Jl. Dr. Setiabudi No.165d,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Letter%20U&query_place_id=ChIJ20YgMgHnaC4Rz6gnTKKin8s,Boarding house,
Asrama Sangkuriang ITB,4.6,179,Jl. Sangkuriang Dalam No.60/160A,Bandung City,West Java,ID,,,Student dormitory,Residential college,,,,,,https://www.google.com/maps/search/?api=1&query=Asrama%20Sangkuriang%20ITB&query_place_id=ChIJE6p0wvnmaC4R9vwYjdGsKNQ,Student dormitory,
Wildan Kost,5,5,Jl. Kapten Abdul Hamid No.85B,Bandung City,West Java,ID,,+62 813-8646-2093,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Wildan%20Kost&query_place_id=ChIJW0iGNbLnaC4RBpQjWskGFKU,Homestay,
Light Home Kost,4.5,28,"Jl. Cibogo 3 No.9 RT05, RW.05",Bandung City,West Java,ID,,+62 815-7305-1295,Boarding house,Inn,Lodge,,,,,https://www.google.com/maps/search/?api=1&query=Light%20Home%20Kost&query_place_id=ChIJ7Vi6C37maC4RXeUXMD3yUiM,Boarding house,
Gratia Kost,3.9,131,Jl. Prof. drg. Soeria Soemantri No.48,Bandung City,West Java,ID,,+62 816-4870-190,Student dormitory,,,,,,,https://www.google.com/maps/search/?api=1&query=Gratia%20Kost&query_place_id=ChIJgRqloYbmaC4RCk--xRmAP6M,Student dormitory,
Ecodelta Kost,4.3,26,"Blok, Jl. Mustang No.2 No.1B",Bandung City,West Java,ID,,+62 812-4660-383,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Ecodelta%20Kost&query_place_id=ChIJ7a_Y-YDmaC4ReTSYuY_r3uQ,Boarding house,
Kos Putri Pak Jimmi no. 4A,4.8,4,Jl. Rancabentang I No.4A,Bandung City,West Java,ID,,+62 812-5847-867,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Pak%20Jimmi%20no.%204A&query_place_id=ChIJ83NJsAvnaC4RNfavCmnsloA,Extended stay hotel,
Kos Putri Ruri,5,1,Jl. Cisitu Lama No.4 160b,Bandung City,West Java,ID,,+62 812-2005-090,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Ruri&query_place_id=ChIJocP9WQDnaC4Ri1gX-e8--X4,Boarding house,
Kos khusus putri,,,Jl. Tubagus Ismail VIII No.46,Bandung City,West Java,ID,,+62 858-8078-7799,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20khusus%20putri&query_place_id=ChIJpXoREBXnaC4RV6YoVMFx0kM,Extended stay hotel,
Kost Pelesiran 21 & 23,4,3,Jl. Pelesiran No.23,Bandung City,West Java,ID,,+62 812-2240-2607,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pelesiran%2021%20%26%2023&query_place_id=ChIJV1kSG7fnaC4RcvgJypl2ZZA,Homestay,
Kost Putri Wisma C149,4.9,31,Jl. Ciumbuleuit No.149,Bandung City,West Java,ID,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-wisma-c149-cidadap-bandung,+62 811-8468-000,Cottage rental,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Wisma%20C149&query_place_id=ChIJN137JRnnaC4RaxB3cWzG8Wc,Cottage rental,
Kost Ibu & Citra,4.5,11,"Jl. Haur Pancuh No.180/151c, RT.1/RW.2",Bandung City,West Java,ID,,+62 811-8740-087,Homestay,Guest house,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Ibu%20%26%20Citra&query_place_id=ChIJj9MVTVrnaC4Rd-3bIoXUfaE,Homestay,
Rumah Kost 47 (khusus wanita),3.7,10,Jl. Tubagus Ismail No.47,Bandung City,West Java,ID,,,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kost%2047%20(khusus%20wanita)&query_place_id=ChIJ580kuf_maC4RL0iaZGEU-t8,Hotel,
Kos Nada Putri,4.8,5,Jl. Sekeloa Sel. I Gg. Loa I No.26A,Bandung City,West Java,ID,https://linktr.ee/KosNadaPutri,+62 811-670-725,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Nada%20Putri&query_place_id=ChIJcRv0sdHnaC4Reih_jFzaAXQ,Lodge,
Kos Putri Dago Asri,4.3,6,,Bandung City,West Java,ID,,+62 817-5141-184,Housing society,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Dago%20Asri&query_place_id=ChIJW6NHIt7naC4RPeM238pqaxo,Housing society,
Kost Putri 165,4.9,8,Jl. Cisitu Lama Atas No.25-160,Bandung City,West Java,ID,,+62 877-8889-0710,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20165&query_place_id=ChIJ2-LZn6HnaC4RVEiJlhE7Fy0,Homestay,
Kost Putri Bidadari Art,3.7,6,4J4C+Q54,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Bidadari%20Art&query_place_id=ChIJHeADmgrnaC4RII0J0DRDvMo,Homestay,
KOST Koe Puteri RABEN 4 a,3,2,Jl. Rancabentang I No.4a,Bandung City,West Java,ID,,+62 812-5847-867,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20Koe%20Puteri%20RABEN%204%20a&query_place_id=ChIJ0yq35iznaC4RuhoABpIOZTI,Lodging,
Kos Putri Sidomukti 63B,4.8,5,Gg. Cikondang II No.63b,Bandung City,West Java,ID,,+62 813-8111-3028,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Sidomukti%2063B&query_place_id=ChIJbfRqnZ3naC4RGCcNcUQDQn4,Boarding house,
Kost Satu Sepuluh,5,3,Jl. Cisitu Indah I No.10,Bandung City,West Java,ID,,+62 811-200-313,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Satu%20Sepuluh&query_place_id=ChIJw-lX1xPnaC4Re0hZ3oXkhQQ,Boarding house,
Kos BJ 19 Kos dekat Unpar 3 menit jalan kaki,4.7,32,Jl. Bukit Jarian No.19,Bandung City,West Java,ID,https://www.tiktok.com/@kos.bj19,+62 821-1313-1183,Boarding house,Guest house,Hotel,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20BJ%2019%20Kos%20dekat%20Unpar%203%20menit%20jalan%20kaki&query_place_id=ChIJk6WiLPDmaC4RO-tngNPV38M,Boarding house,
Kost Putra/Putri Pancawarna 16,5,1,"Jl. Kb. Kembang Gg. Panca Warna No.16, RT.02/RW.12",Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%2FPutri%20Pancawarna%2016&query_place_id=ChIJXaakR0XnaC4RVGhvQ573bcU,Homestay,
Kos Putri,5,1,Jl. Giringsing No.10,Bandung City,West Java,ID,,,Student dormitory,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri&query_place_id=ChIJH5I83uDnaC4RWvwI7eIFeh8,Student dormitory,
Putri Sapujagad Kost Pasteur Bandung,,,Jl. Sapujagat No.2,Bandung City,West Java,ID,https://www.rukita.co/place/putri-sapujagad-kost-pasteur-bandung?utm_source=referral&utm_medium=GMB&utm_campaign=property&utm_content=putri-sapujagad-kost-pasteur-bandung,+62 811-9008-7829,Serviced accommodation,,,,,,,https://www.google.com/maps/search/?api=1&query=Putri%20Sapujagad%20Kost%20Pasteur%20Bandung&query_place_id=ChIJ1_LMnvLnaC4RAk1ORVEfxBI,Serviced accommodation,
Kost Putra SB17,5,3,Jl. Sukawarna Baru No.17,Bandung City,West Java,ID,,+62 822-1974-4752,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20SB17&query_place_id=ChIJwfoyOHTnaC4RoSZhD5wpJug,Boarding house,
Kost putra Sariasih 1/21 Jalan Sariasih 1 Sarijadi Bandung,4.5,2,"Jl. Sariasih I No.21, RT.06/RW.10",Bandung City,West Java,ID,,+62 898-7421-846,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20putra%20Sariasih%201%2F21%20Jalan%20Sariasih%201%20Sarijadi%20Bandung&query_place_id=ChIJs7IHEtrnaC4Rd4IJA-raioQ,Boarding house,
Kost putra/putri KTB 42/28 A,4.7,38,3HPW+R55,Bandung City,West Java,ID,,+62 852-2136-0746,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20putra%2Fputri%20KTB%2042%2F28%20A&query_place_id=ChIJiWb5tX3naC4R4a0x4roYybM,Lodging,
AB Kost Putra, No. 45,5,4,Jl. Cisitu Indah Dalam No.45,Bandung City,West Java,ID,,+62 819-1008-0400,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=AB%20Kost%20Putra%2C%20No.%2045&query_place_id=ChIJbbhJfQDnaC4RCogWLPP_j2U,Boarding house
Kost Putri Unpar Simphony,5,3,Jl. Bukit Jarian No.44 A,Bandung City,West Java,ID,,+62 813-9578-7011,Apartment complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Unpar%20Simphony&query_place_id=ChIJD5cTRWXnaC4Rr9iv7v1y5Jk,Apartment complex,
Margha Kost Putri UNPAR,4.7,23,Jl. Bukit Resik No.2,Bandung City,West Java,ID,,+62 811-2220-228,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Margha%20Kost%20Putri%20UNPAR&query_place_id=ChIJB-3CqZ7naC4Rb6TI4pT1lac,Extended stay hotel,
Kost Satualiving Cisitu Bandung,4.8,12,Jl. Cisitu Lama VIII No.1A,Bandung City,West Java,ID,,+62 821-1930-088,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Satualiving%20Cisitu%20Bandung&query_place_id=ChIJmz6YiUXnaC4RvbCai8PFfRk,Homestay,
Kos Putri Dago Pojok,5,1,Jl. Terusan Bukit Dago Selatan No.29A,Bandung City,West Java,ID,,,Housing complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Dago%20Pojok&query_place_id=ChIJvasqQADnaC4Rnev7hVW5YdM,Housing complex,
Kos Putri Bidan Onih,4.7,6,Jl. Karang Arum No.8,Bandung City,West Java,ID,,,Motel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Bidan%20Onih&query_place_id=ChIJkYiCLgDnaC4Ru26sETJq3mM,Motel,
Kost Obi,5,4,Jl. Cisitu Indah 2 No.6,Bandung City,West Java,ID,,,Student dormitory,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Obi&query_place_id=ChIJ2Snk93PnaC4RsFlW0GLAKSY,Student dormitory,
Sakura Kost Unpar,4,24,Jl. Ranca Bentang III No.126,Bandung City,West Java,ID,http://sakurakostunpar.univer.se/,+62 899-9725-872,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Sakura%20Kost%20Unpar&query_place_id=ChIJTQHZau_maC4RzJJSgQBoUMU,Boarding house,
Kost Putri The Sally's,4.5,20,"Gg. Eme No.2, RT.006/RW.004",Bandung City,West Java,ID,,,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20The%20Sally's&query_place_id=ChIJrfulbGfmaC4R9J2aL42rX9M,Lodge,
KOST PUTRI C-24,,,"40191, Jl. Cikondang No.24",Bandung City,West Java,ID,http://kostputribandungpusat.blogspot.co.id/,+62 22 2507774,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRI%20C-24&query_place_id=ChIJ_3HF16jnaC4RtoUnzRzKLgg,Boarding house,
Kos Putri Bu Popon,5,6,"Jl. Muararajeun Lama No.30, RT.04/RW.04",Bandung City,West Java,ID,,+62 813-2018-9822,Hostel,Boarding house,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Bu%20Popon&query_place_id=ChIJ-XT7oFXnaC4R-9sGXLO0buY,Hostel,
Kos Putri Bumi Tsuroyyaa,2.7,9,"4J2J+M6J, Gg. Perumnas Sukaluyu I",Bandung City,West Java,ID,,+62 811-755-372,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putri%20Bumi%20Tsuroyyaa&query_place_id=ChIJh_-y6uHnaC4Rb7vpiIBXG6M,Extended stay hotel,
KOST PUTRA,5,1,4J2F+CJP,Bandung City,West Java,ID,,,Housing development,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRA&query_place_id=ChIJ7ZWPZQDnaC4RBOkbnPRSgEM,Housing development,
Kost Putra Pak Rudi,4.7,16,"Dalam, Jl. Tubagus Ismail VIII No.27",Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Pak%20Rudi&query_place_id=ChIJP6F60wHnaC4Rnf1raE0NWSg,Boarding house,
Kost Putra Jl. Ciung 5 Bandung,,,Jl. Ciung No.5,Bandung City,West Java,ID,,+62 818-8286-0306,Villa,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Jl.%20Ciung%205%20Bandung&query_place_id=ChIJl4wCGwDnaC4Rhzn4CC9bUlI,Villa,
Kost putra rumah roti,5,3,"Jl. Ir. H. Juanda No.11/158a, RT.05/RW.09",Bandung City,West Java,ID,,+62 813-8999-8210,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20putra%20rumah%20roti&query_place_id=ChIJB-2lV4nnaC4REy3Kir5nV5k,Hostel,
Kost putra ciheulang no.89,5,1,Jl. Ciheulang No.75E,Bandung City,West Java,ID,,,Housing society,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20putra%20ciheulang%20no.89&query_place_id=ChIJO3eWQADnaC4Rclk7ecZUzSg,Housing society,
Kost Putra Muslim,,,"Jl. Kidang Pananjung dlm No.142A/154C, RT.01/RW.10",Bandung City,West Java,ID,,,Housing complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Muslim&query_place_id=ChIJEbsFCfPnaC4RcpidZg6kvWI,Housing complex,
Kost putra bangbayang 18,5,2,Jl. Dago Timur No.18,Bandung City,West Java,ID,,,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20putra%20bangbayang%2018&query_place_id=ChIJGRJ1DgDnaC4RzcuA4OcvPSA,Hotel,
Kost Engkus ( Pria & Mahasiswa ),4,4,Jl. Kb. Bibit Utara No.98,Bandung City,West Java,ID,,+62 895-3303-16711,Boarding house,Hotel,Lodge,Motel,Student dormitory,,,https://www.google.com/maps/search/?api=1&query=Kost%20Engkus%20(%20Pria%20%26%20Mahasiswa%20)&query_place_id=ChIJFwHgPUfnaC4RrHIpqV1UjRs,Boarding house,
Kost Putra Anggrek 2,4.3,6,4J6C+6HR,Bandung City,West Java,ID,,+62 812-1213-1310,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Anggrek%202&query_place_id=ChIJ2UuQDELnaC4RVW-tHG_1ReU,Hotel,
Kost Putri Tubagus Ismail,4.2,5,Jl. Tubagus Ismail No.88,Bandung City,West Java,ID,,+62 858-1415-9480,Hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Tubagus%20Ismail&query_place_id=ChIJlfIfpP_maC4RietFCsqZ1vw,Hotel,
Terima kost putra/putri,,,"4H4W+H2J yahya no. 49, Gg. P. Sarif",Bandung City,West Java,ID,,,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Terima%20kost%20putra%2Fputri&query_place_id=ChIJm9b5YADnaC4Rd1710OYylcA,Hostel,
Kost Putra Ciheulang 103,5,2,Jl. Ciheulang No.103,Bandung City,West Java,ID,,,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Ciheulang%20103&query_place_id=ChIJM3rsPdTnaC4R6LukjrNefDY,Extended stay hotel,
KOST PUTRA D'FILO,,,"Kost D'Filo, Jl. Dago Asri 1 No.C19",Bandung City,West Java,ID,,,Housing complex,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20PUTRA%20D'FILO&query_place_id=ChIJUzOlMADnaC4RXXe_5Q4QkVI,Housing complex,
Kost Putra Nenek,,,Gg. Cisitu Lama IV No.123,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Nenek&query_place_id=ChIJI7oteADnaC4RrkAVXZuvspo,Homestay,
Kos Putra Bapak Ismail,3.5,2,Jl. Tubagus Ismail No.3,Bandung City,West Java,ID,,+62 22 2505563,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Putra%20Bapak%20Ismail&query_place_id=ChIJ33uDDQDnaC4RRrUmV8uqNxo,Boarding house,
Kost Putra Sadang Serang,5,11,"No.19 Blok 6, Perumnas Jl. Sadang Sari",Bandung City,West Java,ID,,+62 813-2187-3330,Guest house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Sadang%20Serang&query_place_id=ChIJcU3hmDTnaC4R5teABuq0I6g,Guest house,
kost putra D15 dago asri,4.8,4,"C No.19, Jl. Dago Asri",Bandung City,West Java,ID,,+62 812-2156-2810,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=kost%20putra%20D15%20dago%20asri&query_place_id=ChIJ-x_YPD7naC4RO2WH5vQ6vjo,Homestay,
Kost Putra 25,5,3,Jl. Terusan Cisokan No.25,Bandung City,West Java,ID,,,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%2025&query_place_id=ChIJa64toYrnaC4RdDKhpFUhlEU,Lodging,
Kost Putra Raflesia,5,1,"Jl. Caladi Dalam No.5, RT.02/RW.09",Bandung City,West Java,ID,,,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Raflesia&query_place_id=ChIJnVUCXFrnaC4RcGToBYD85gs,Hostel,
Kost Pavilion Tubis,5,1,"Komplek, Jl. Tubagus Ismail XII No., 14",Bandung City,West Java,ID,,+62 811-861-330,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Pavilion%20Tubis&query_place_id=ChIJ9y4aoYXnaC4RWT3MwfUJogI,,
Kost Putra Ciheulang Baru 1,,,Jl. Ciheulang Baru I No.15,Bandung City,West Java,ID,,+62 858-6190-8605,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Ciheulang%20Baru%201&query_place_id=ChIJXcP2fADnaC4RGBqTyW88d10,Homestay,
Kost Putra Ciheulang 4A,,,Jl. Ciheulang No.4a,Bandung City,West Java,ID,,,Hostel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Ciheulang%204A&query_place_id=ChIJG4CDqbLnaC4R3COJEnZKawY,Hostel,
Kost Putra Sadang Hegar,4.5,2,Jl. Sadang Hegar 1 No.16,Bandung City,West Java,ID,,+62 878-2233-6618,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Sadang%20Hegar&query_place_id=ChIJEz1EKN3naC4RmMFqwm_4iZs,Boarding house,
Kost Putra D'Mangkraks,,,Jl. Kanayakan Baru No.27,Bandung City,West Java,ID,,,Housing complex,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20D'Mangkraks&query_place_id=ChIJt4qZHADnaC4RV2Bi8DbOzG4,Housing complex,
Kost Putra,,,Jl. Garunggang Kulon No.162a/65,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra&query_place_id=ChIJ-x000FnnaC4RDSNzvdmvyv0,Homestay,
Kost Putri Sekeloa Selatan,,,Jl. Sekeloa Sel. II No.17,Bandung City,West Java,ID,,+62 811-2222-120,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putri%20Sekeloa%20Selatan&query_place_id=ChIJlTO6JQDnaC4R8EfPIeStuqQ,Boarding house,
Nona Kost,4.8,16,"Jl Taman Pelesiran No.21, RT.006/RW.006",Bandung City,West Java,ID,,+62 895-3261-53812,Boarding house,Lodge,Extended stay hotel,Hostel,Indoor lodging,Homestay,,https://www.google.com/maps/search/?api=1&query=Nona%20Kost&query_place_id=ChIJkX0o3-rnaC4RwHpQoz4y-zY,Boarding house,
Kost 03,4.6,45,Jl. Babakan Jeruk II,Bandung City,West Java,ID,,,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%2003&query_place_id=ChIJDdkCUXzmaC4Rak9FrAKuX_A,Boarding house,
Kosan ibu ida,4.4,206,"Jl. Karang Arum No.49, RT.01/RW.02",Bandung City,West Java,ID,,+62 838-2194-5788,Lodging,,,,,,,https://www.google.com/maps/search/?api=1&query=Kosan%20ibu%20ida&query_place_id=ChIJo-B-bwLnaC4RAsFZbF2xDo4,Lodging,
Puspa Kost Bandung,4.8,25,"Jl. Sukawarna Gang I No.30, RT.02/RW.01",Bandung City,West Java,ID,,+62 859-5136-4965,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Puspa%20Kost%20Bandung&query_place_id=ChIJxUcT8UrnaC4RYQAoV_WvNGs,Lodge,
Habibah Kost,3.9,90,Jl. Baladewa Asri 1 No.14,Bandung City,West Java,ID,,+62 822-6213-0506,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=Habibah%20Kost&query_place_id=ChIJA8JTGG_maC4RPujvZhHhKlA,Lodge,
KOST EKSKLUSIF HARIAN BULANAN,4.1,52,"jln Sukamulya indah I no 7, Jl. Sukamulya Indah I No.7",Bandung City,West Java,ID,,+62 812-4660-383,Lodge,,,,,,,https://www.google.com/maps/search/?api=1&query=KOST%20EKSKLUSIF%20HARIAN%20BULANAN&query_place_id=ChIJJ-TZ4i7naC4R-nn_SvdFSh8,Lodge,
Kos Cikendi 100,4.7,37,Jl. Hegarmanah Cikendi No.100,Bandung City,West Java,ID,,,Homestay,,,,,,,https://www.google.com/maps/search/?api=1&query=Kos%20Cikendi%20100&query_place_id=ChIJG8j7tu3maC4RPFE4mVko1cQ,Homestay,
Kanzek House [Kost Putra],5,4,"Gg. Cisitu Lama I No.20C, RT.08/RW.11",Bandung City,West Java,ID,,+62 851-5657-6236,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kanzek%20House%20%5BKost%20Putra%5D&query_place_id=ChIJLdN2MbbnaC4R-vjXdMk-d4A,Boarding house,
Kost Putra Zyand House,5,2,Jl. Terusan Babakan Jeruk 1 No.124,Bandung City,West Java,ID,,,Student dormitory,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Zyand%20House&query_place_id=ChIJg84GOrjnaC4RbZ098Br15qg,Student dormitory,
Kost Putra Cipedes,4,8,Jl. Cipedes Tengah No.134,Bandung City,West Java,ID,,,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Cipedes&query_place_id=ChIJ_yoQFInmaC4RFh3kizizyMI,Extended stay hotel,
Kost Putra ADHIE,5,1,,,,,,+62 813-8080-0708,Cottage rental,Service establishment,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20ADHIE&query_place_id=ChIJk7kxNAahtaURcEhF-q8dTHw,Cottage rental,
Kost Putra Manteron,3.7,3,Jl. Manteron No.25,Bandung City,West Java,ID,,,Extended stay hotel,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra%20Manteron&query_place_id=ChIJayKcNa7naC4RxPgMrkYdogo,Extended stay hotel,
Kost Putra,4.8,6,Jl. Cipaku Indah I No.19,Bandung City,West Java,ID,,+62 815-6046-251,Boarding house,,,,,,,https://www.google.com/maps/search/?api=1&query=Kost%20Putra&query_place_id=ChIJa9HMY7_maC4R1fiDviQRvBo,Boarding house,
